denominator,denominator_kind,shot_id,block,n,rms,min_abs,eta,sign_change,passes,fail_reason
bt,level,160715,A,291,1.9691985031824886,1.9639173734370476,0.9973181323584667,False,True,
bt,level,160715,B,437,1.9710425535339222,1.9639173734370476,0.9963850703861773,False,True,
bt,level,160715,C,583,1.9725678830281486,1.9639173734370476,0.9956145947292717,False,True,
bt,level,160720,A,292,1.9663064499587406,1.957265556021595,0.9954020931288023,False,True,
bt,level,160720,B,438,1.9679693985733242,1.957265556021595,0.9945609710397484,False,True,
bt,level,160720,C,584,1.969353831477283,1.957265556021595,0.9938618062115226,False,True,
bt,level,161138,A,152,1.7912821627913693,1.787535462868982,0.9979083697698699,False,True,
bt,level,161138,B,228,1.7924199939181737,1.787535462868982,0.997274895914035,False,True,
bt,level,161138,C,304,1.7933382023342517,1.787535462868982,0.996764280458802,False,True,
bt,level,165022,A,292,1.9714434089609492,1.96559392142323,0.9970328909715942,False,True,
bt,level,165022,B,438,1.9731523841723182,1.96559392142323,0.9961693466709827,False,True,
bt,level,165022,C,584,1.974506814769352,1.96559392142323,0.9954860154042248,False,True,
bt,level,165028,A,292,1.9703391106312504,1.965413702929398,0.9975002233497389,False,True,
bt,level,165028,B,438,1.9719763671265946,1.965413702929398,0.9966720370960839,False,True,
bt,level,165028,C,584,1.973306308516771,1.965413702929398,0.9960003140144496,False,True,
bt,level,165042,A,293,1.970642495623156,1.9632376918210268,0.9962424418337799,False,True,
bt,level,165042,B,439,1.9722132923231388,1.9632376918210268,0.9954489706883887,False,True,
bt,level,165042,C,586,1.9734877987614423,1.9632376918210268,0.9948060956105994,False,True,
bt,level,165861,A,292,1.9705347547780083,1.9651405850139358,0.9972625858280383,False,True,
bt,level,165861,B,438,1.9722781314376499,1.9651405850139358,0.9963810649674896,False,True,
bt,level,165861,C,584,1.9736693299244292,1.9651405850139358,0.9956787366651637,False,True,
bt,level,170396,A,130,1.9569198384440876,1.9488193791398474,0.9958606074990375,False,True,
bt,level,170396,B,195,1.9590235038375412,1.9488193791398474,0.9947912188507667,False,True,
bt,level,170396,C,260,1.9607059099557258,1.9488193791398474,0.9939376268743195,False,True,
bt,level,187017,A,240,2.053103269601143,2.034365728866149,0.9908735517533738,False,True,
bt,level,187017,B,360,2.0552381495348273,2.034365728866149,0.9898442812219097,False,True,
bt,level,187017,C,480,2.0571026247976456,2.034365728866149,0.9889471260901564,False,True,
bt,level,187020,A,247,2.0693996396480414,2.0507811684413686,0.9910029600614798,False,True,
bt,level,187020,B,371,2.071553219879637,2.0507811684413686,0.9899727164916983,False,True,
bt,level,187020,C,495,2.0736907381580214,2.0507811684413686,0.9889522727304061,False,True,
bt,level,187024,A,258,2.049849846222659,2.0313915910501343,0.990995313531604,False,True,
bt,level,187024,B,387,2.0524809681592564,2.0313915910501343,0.9897249341473623,False,True,
bt,level,187024,C,516,2.0545360983081,2.0313915910501343,0.9887349230431993,False,True,
bt,level,189647,A,234,2.1439334039194,2.134892890298692,0.9957832115474387,False,True,
bt,level,189647,B,351,2.1468183138305514,2.134892890298692,0.9944450708962972,False,True,
bt,level,189647,C,468,2.1494649335202762,2.134892890298692,0.9932206183062875,False,True,
bt,level,189651,A,242,2.1458914761260393,2.139311892353215,0.996933869281823,False,True,
bt,level,189651,B,364,2.1482840364303013,2.139311892353215,0.9958235764335918,False,True,
bt,level,189651,C,485,2.1504379667757245,2.139311892353215,0.9948261356084633,False,True,
bt,level,195264,A,310,1.9576527779682078,1.9485296034227775,0.9953397381557627,False,True,
bt,level,195264,B,465,1.9601805065100115,1.9485296034227775,0.9940562090845512,False,True,
bt,level,195264,C,620,1.9627591888993616,1.9485296034227775,0.9927502132930716,False,True,
bt,level,195267,A,312,1.9599422173573346,1.9506931582559286,0.995280953173264,False,True,
bt,level,195267,B,468,1.9625303849571043,1.9506931582559286,0.9939683855129537,False,True,
bt,level,195267,C,624,1.9646793851140238,1.9506931582559286,0.9928811657698116,False,True,
bt,level,195273,A,312,1.9601837054807594,1.9508007022067684,0.9952132020852149,False,True,
bt,level,195273,B,469,1.9627630407476937,1.9508007022067684,0.9939053577571094,False,True,
bt,level,195273,C,625,1.9648381073884575,1.9508007022067684,0.9928556937444852,False,True,
bt,level,195638,A,281,1.9701922050432614,1.9617882321652498,0.9957344400934592,False,True,
bt,level,195638,B,422,1.97307647945412,1.9617882321652498,0.9942788597368546,False,True,
bt,level,195638,C,563,1.9758129565451017,1.9617882321652498,0.9929017955199689,False,True,
bt,level,195647,A,267,1.9700490010040004,1.9586034041145715,0.9941901968511464,False,True,
bt,level,195647,B,401,1.9733553634692678,1.9586034041145715,0.9925244283782919,False,True,
bt,level,195647,C,535,1.976238212501783,1.9586034041145715,0.9910765775726565,False,True,
bt,level,195650,A,286,1.9716033790061238,1.961402753764542,0.9948262285659483,False,True,
bt,level,195650,B,430,1.9749477229808445,1.961402753764542,0.9931416062011714,False,True,
bt,level,195650,C,573,1.9780351304707342,1.961402753764542,0.9915914654649061,False,True,
bt,level,195655,A,269,1.9701307213219625,1.9608198841297693,0.995274000302911,False,True,
bt,level,195655,B,404,1.9731233157394457,1.9608198841297693,0.9937644892685962,False,True,
bt,level,195655,C,539,1.9757225162711416,1.9608198841297693,0.9924571228911747,False,True,
ip,level,160715,A,291,957689.3806937148,739892.3107910154,0.7725806777298342,False,True,
ip,level,160715,B,437,965114.5563155393,739892.3107910154,0.7666367748256315,False,True,
ip,level,160715,C,583,968662.335837913,739892.3107910154,0.763828925123834,False,True,
ip,level,160720,A,292,956976.3768092525,737233.4967041018,0.7703779472197456,False,True,
ip,level,160720,B,438,964452.0770023381,737233.4967041018,0.7644065623203739,False,True,
ip,level,160720,C,584,967851.0386139516,737233.4967041018,0.7617220701233998,False,True,
ip,level,161138,A,152,890898.9575123807,878289.767303467,0.9858466663333834,False,True,
ip,level,161138,B,228,890063.1126286252,875429.9963378891,0.983559462151487,False,True,
ip,level,161138,C,304,889051.7339570571,871349.0258789062,0.9800881012858966,False,True,
ip,level,165022,A,292,957079.9876229195,745550.0198364255,0.7789840237785488,False,True,
ip,level,165022,B,438,964096.9714718248,745550.0198364255,0.7733143468942157,False,True,
ip,level,165022,C,584,967429.5474014648,745550.0198364255,0.7706504539157274,False,True,
ip,level,165028,A,292,955615.3239961109,744560.6936645505,0.7791426894987513,False,True,
ip,level,165028,B,438,962630.3905647477,744560.6936645505,0.7734647700325958,False,True,
ip,level,165028,C,584,965573.284731211,744560.6936645505,0.7711073881583371,False,True,
ip,level,165042,A,293,955528.8193033431,742365.6262207028,0.776915997951738,False,True,
ip,level,165042,B,439,962427.239194754,742365.6262207028,0.7713472727993724,False,True,
ip,level,165042,C,586,965651.7700778632,742365.6262207028,0.768771568824281,False,True,
ip,level,165861,A,292,951880.6005659972,693610.3958129883,0.7286737384925809,False,True,
ip,level,165861,B,438,960623.7239262096,693610.3958129883,0.7220417095031769,False,True,
ip,level,165861,C,584,964776.0124538849,693610.3958129883,0.7189341223864042,False,True,
ip,level,170396,A,130,931533.6642025142,612526.8716430664,0.6575466836911906,False,True,
ip,level,170396,B,195,946893.5067535623,612526.8716430664,0.6468804224279914,False,True,
ip,level,170396,C,260,954430.8639436199,612526.8716430664,0.641771860889077,False,True,
ip,level,187017,A,240,1290076.9332150975,1252363.0252668592,0.9707661558956421,False,True,
ip,level,187017,B,360,1289627.7901361943,1252363.0252668592,0.9711042479431994,False,True,
ip,level,187017,C,480,1288781.1602755107,1252363.0252668592,0.9717421885645301,False,True,
ip,level,187020,A,247,1009685.54246805,983475.2029972076,0.9740410866864802,False,True,
ip,level,187020,B,371,1005390.5979568765,983475.2029972076,0.9782021087085908,False,True,
ip,level,187020,C,495,1002623.9537733595,983475.2029972076,0.9809013631640399,False,True,
ip,level,187024,A,258,696371.901256134,683301.818431854,0.9812311743183436,False,True,
ip,level,187024,B,387,695726.4058228175,683301.818431854,0.982141561270383,False,True,
ip,level,187024,C,516,694801.4232262234,682859.340200426,0.9828122358035108,False,True,
ip,level,189647,A,234,1245251.232464017,920687.6971086375,0.7393589928731444,False,True,
ip,level,189647,B,351,1259011.1324230179,920687.6971086375,0.7312784401967414,False,True,
ip,level,189647,C,468,1265399.9685679523,920687.6971086375,0.7275863126111627,False,True,
ip,level,189651,A,242,1465280.670084362,938160.6666553142,0.6402600442421046,False,True,
ip,level,189651,B,364,1507196.477314727,938160.6666553142,0.6224541264366364,False,True,
ip,level,189651,C,485,1527013.1504315,938160.6666553142,0.6143762850963076,False,True,
ip,level,195264,A,310,897938.7529846464,886812.4901211218,0.9876091071617723,False,True,
ip,level,195264,B,465,898375.8542245701,871156.9490411234,0.9697020962268175,False,True,
ip,level,195264,C,620,898577.9949431756,871156.9490411234,0.9694839556984853,False,True,
ip,level,195267,A,312,898414.3336020361,889616.411160852,0.9902072772972016,False,True,
ip,level,195267,B,468,899007.1767279127,889616.411160852,0.9895542929910304,False,True,
ip,level,195267,C,624,899252.0338612038,888053.2451412046,0.9875465516915053,False,True,
ip,level,195273,A,312,898159.1998439168,886916.7161670703,0.9874827495183479,False,True,
ip,level,195273,B,469,898813.0366085474,886916.7161670703,0.9867644104425043,False,True,
ip,level,195273,C,625,899010.7104349148,886916.7161670703,0.9865474413958942,False,True,
ip,level,195638,A,281,936854.7688185209,616586.1361261649,0.6581448444818713,False,True,
ip,level,195638,B,422,951358.3114310241,616586.1361261649,0.6481113674181308,False,True,
ip,level,195638,C,563,958415.3875543671,616586.1361261649,0.6433391451482601,False,True,
ip,level,195647,A,267,1093529.776880318,615966.5869969043,0.5632828662006514,False,True,
ip,level,195647,B,401,1128163.0681111002,615966.5869969043,0.5459907387574973,False,True,
ip,level,195647,C,535,1144907.8182067978,615966.5869969043,0.5380053985146654,False,True,
ip,level,195650,A,286,1092347.2437930312,610967.700275721,0.5593163746669205,False,True,
ip,level,195650,B,430,1127111.1097019806,610967.700275721,0.5420651921683808,False,True,
ip,level,195650,C,573,1143835.925687828,610967.700275721,0.5341392821774897,False,True,
ip,level,195655,A,269,873876.251526743,625209.5463744535,0.71544402915419,False,True,
ip,level,195655,B,404,881947.5039184855,625209.5463744535,0.708896554042789,False,True,
ip,level,195655,C,539,885785.4154826782,625209.5463744535,0.7058250626465408,False,True,
prmtan_neped,level,160715,A,291,2.7641428769285243e+19,7.544686790316528e+18,0.27294850976372376,False,True,
prmtan_neped,level,160715,B,437,3.040144213983114e+19,7.544686790316528e+18,0.24816871369505478,False,True,
prmtan_neped,level,160715,C,583,3.2056042202936205e+19,7.544686790316528e+18,0.2353592730678856,False,True,
prmtan_neped,level,160720,A,292,2.632236164298352e+19,8.270062301293222e+18,0.314183902396831,False,True,
prmtan_neped,level,160720,B,438,2.994071721117763e+19,4.422286639421982e+18,0.14770142639639341,False,True,
prmtan_neped,level,160720,C,584,3.851034969414594e+19,4.422286639421982e+18,0.11483371806655461,False,True,
prmtan_neped,level,161138,A,152,2.8763520850826514e+19,9.37582661106632e+18,0.3259624111975467,False,True,
prmtan_neped,level,161138,B,228,3.1512413336726856e+19,9.37582661106632e+18,0.2975280411208319,False,True,
prmtan_neped,level,161138,C,304,3.301260128481637e+19,9.37582661106632e+18,0.2840075076234173,False,True,
prmtan_neped,level,165022,A,292,2.7854813426938413e+19,1.0393517991948626e+19,0.37313184736312205,False,True,
prmtan_neped,level,165022,B,438,2.7719887214934647e+19,1.0393517991948626e+19,0.37494806206675,False,True,
prmtan_neped,level,165022,C,584,2.7651710607604163e+19,1.0393517991948626e+19,0.3758725143424013,False,True,
prmtan_neped,level,165028,A,292,2.836215574238871e+19,1.0036111635725785e+19,0.3538557409698691,False,True,
prmtan_neped,level,165028,B,438,3.006512545752053e+19,1.0036111635725785e+19,0.3338123983519031,False,True,
prmtan_neped,level,165028,C,584,3.1529520149253693e+19,1.0036111635725785e+19,0.3183084166272458,False,True,
prmtan_neped,level,165042,A,293,2.5581053265508598e+19,8.175305954824198e+18,0.3195844154645154,False,True,
prmtan_neped,level,165042,B,439,2.580310349268654e+19,8.175305954824198e+18,0.3168342117118335,False,True,
prmtan_neped,level,165042,C,586,2.593181327447098e+19,8.175305954824198e+18,0.3152616389873715,False,True,
prmtan_neped,level,165861,A,292,2.4341119897380606e+19,7.062769765183641e+18,0.2901579629433434,False,True,
prmtan_neped,level,165861,B,438,2.5261042573446996e+19,7.062769765183641e+18,0.2795913804685018,False,True,
prmtan_neped,level,165861,C,584,2.6166001407926837e+19,7.062769765183641e+18,0.26992163055697216,False,True,
prmtan_neped,level,170396,A,130,2.9219127495882023e+19,5.489107007791772e+18,0.18786005874286887,False,True,
prmtan_neped,level,170396,B,195,2.9676046121422758e+19,5.489107007791772e+18,0.18496759929986953,False,True,
prmtan_neped,level,170396,C,260,2.9818585165731156e+19,5.489107007791772e+18,0.1840834156712471,False,True,
prmtan_neped,level,187017,A,240,3.0620400326496317e+19,9.300324946540681e+18,0.30372969808931477,False,True,
prmtan_neped,level,187017,B,360,3.3753785846460625e+19,9.300324946540681e+18,0.27553427603191066,False,True,
prmtan_neped,level,187017,C,480,3.848997193604506e+19,9.300324946540681e+18,0.241629818852404,False,True,
prmtan_neped,level,187020,A,247,3.173223593440045e+19,9.190995203801578e+18,0.2896422181784472,False,True,
prmtan_neped,level,187020,B,371,3.3621969749953036e+19,9.190995203801578e+18,0.27336278249475304,False,True,
prmtan_neped,level,187020,C,495,3.6710528661298135e+19,9.190995203801578e+18,0.2503640110607051,False,True,
